Time(ms),Voltage(mV),Current(nA),Energy(uJ)
382,3300,6.2301e+006,8139.65
382.5,3300,6.2301e+006,8149.93
383,3300,6.0702e+006,8159.81
383.5,3300,6.0702e+006,8170.09
384,3300,6.0702e+006,8180.37
384.5,3300,6.1502e+006,8190.25
385,3300,6.1502e+006,8200.53
385.5,3300,6.1502e+006,8210.81
386,3300,6.2301e+006,8221.09
386.5,3300,6.2301e+006,8231.77
387,3300,6.2301e+006,8242.45
387.5,3300,6.4701e+006,8253.12
388,3300,6.4701e+006,8263.8
388.5,3300,6.4701e+006,8274.87
389,3300,6.63e+006,8285.94
389.5,3300,6.63e+006,8297.01
390,3300,6.63e+006,8308.08
390.5,3300,6.71e+006,8319.15
391,3300,6.71e+006,8330.23
391.5,3300,6.71e+006,8341.69
392,3300,6.8699e+006,8353.16
392.5,3300,6.8699e+006,8364.63
393,3300,6.8699e+006,8376.09
393.5,3300,6.9499e+006,8387.56
394,3300,6.9499e+006,8398.63
394.5,3300,6.9499e+006,8409.7
395,3300,6.71e+006,8420.78
395.5,3300,6.71e+006,8431.45
396,3300,6.71e+006,8442.13
396.5,3300,6.3901e+006,8452.41
397,3300,6.3901e+006,8463.08
397.5,3300,6.3901e+006,8474.15
398,3300,6.55e+006,8484.83
398.5,3300,6.55e+006,8495.11
399,3300,6.55e+006,8505.39
399.5,3300,6.1502e+006,8515.27
400,3300,6.1502e+006,8525.95
400.5,3300,6.1502e+006,8536.23
401,3300,6.3101e+006,8546.51
401.5,3300,6.3101e+006,8557.18
402,3300,6.3101e+006,8567.46
402.5,3300,6.3101e+006,8577.74
403,3300,6.3101e+006,8588.42
403.5,3300,6.3101e+006,8598.7
404,3300,6.2301e+006,8608.58
404.5,3300,6.2301e+006,8618.86
405,3300,6.2301e+006,8628.75
405.5,3300,6.1502e+006,8639.03
406,3300,6.1502e+006,8649.7
406.5,3300,6.1502e+006,8659.98
407,3300,6.3901e+006,8670.66
407.5,3300,6.3901e+006,8681.33
408,3300,6.3901e+006,8692.8
408.5,3300,6.79e+006,8704.27
409,3300,6.79e+006,8715.73
409.5,3300,6.79e+006,8727.6
410,3300,7.1098e+006,8739.46
410.5,3300,7.1098e+006,8750.93
411,3300,7.1098e+006,8762.4
411.5,3300,6.9499e+006,8773.86
412,3300,6.9499e+006,8785.33
412.5,3300,6.9499e+006,8796.4
413,3300,6.71e+006,8807.08
413.5,3300,6.71e+006,8817.75
414,3300,6.71e+006,8828.03
414.5,3300,6.3101e+006,8838.31
415,3300,6.3101e+006,8848.2
415.5,3300,6.3101e+006,8858.48
416,3300,6.1502e+006,8868.76
416.5,3300,6.1502e+006,8879.04
417,3300,6.1502e+006,8889.71
417.5,3300,6.4701e+006,8900.78
418,3300,6.4701e+006,8911.46
418.5,3300,6.4701e+006,8922.13
419,3300,6.4701e+006,8932.81
419.5,3300,6.4701e+006,8943.09
420,3300,6.4701e+006,8953.76
420.5,3300,6.3101e+006,8964.04
421,3300,6.3101e+006,8974.32
421.5,3300,6.3101e+006,8985
422,3300,6.3901e+006,8995.68
422.5,3300,6.3901e+006,9005.95
423,3300,6.3901e+006,9016.23
423.5,3300,6.2301e+006,9026.51
424,3300,6.2301e+006,9036.79
424.5,3300,6.2301e+006,9047.47
425,3300,6.3901e+006,9058.15
425.5,3300,6.3901e+006,9069.22
426,3300,6.3901e+006,9079.89
426.5,3300,6.63e+006,9090.96
427,3300,6.63e+006,9102.43
427.5,3300,6.63e+006,9113.9
428,3300,6.8699e+006,9124.97
428.5,3300,6.8699e+006,9136.44
429,3300,6.8699e+006,9147.11
429.5,3300,6.79e+006,9158.58
430,3300,6.79e+006,9169.65
430.5,3300,6.79e+006,9180.33
431,3300,6.55e+006,9191
431.5,3300,6.55e+006,9201.68
432,3300,6.55e+006,9212.35
432.5,3300,6.4701e+006,9223.03
433,3300,6.4701e+006,9233.71
433.5,3300,6.4701e+006,9244.38
434,3300,6.3901e+006,9254.66
434.5,3300,6.3901e+006,9265.34
435,3300,6.3901e+006,9275.62
435.5,3300,6.3101e+006,9285.9
436,3300,6.3101e+006,9296.18
436.5,3300,6.3101e+006,9306.85
437,3300,6.3901e+006,9317.53
437.5,3300,6.3901e+006,9328.6
438,3300,6.3901e+006,9339.27
438.5,3300,6.55e+006,9349.95
439,3300,6.55e+006,9360.62
439.5,3300,6.55e+006,9370.9
440,3300,6.3101e+006,9381.18
440.5,3300,6.3101e+006,9391.86
441,3300,6.3101e+006,9402.93
441.5,3300,6.63e+006,9414
442,3300,6.63e+006,9425.07
442.5,3300,6.63e+006,9436.54
443,3300,6.71e+006,9447.22
443.5,3300,6.71e+006,9458.29
444,3300,6.71e+006,9468.96
444.5,3300,6.55e+006,9479.64
445,3300,6.55e+006,9490.32
445.5,3300,6.55e+006,9500.6
446,3300,6.2301e+006,9510.48
446.5,3300,6.2301e+006,9521.15
447,3300,6.2301e+006,9531.83
447.5,3300,6.3901e+006,9542.11
448,3300,6.3901e+006,9552.39
448.5,3300,6.3901e+006,9563.07
449,3300,6.4701e+006,9574.14
449.5,3300,6.4701e+006,9585.21
450,3300,6.4701e+006,9596.28
450.5,3300,6.63e+006,9606.96
451,3300,6.63e+006,9618.03
451.5,3300,6.63e+006,9628.7
452,3300,6.55e+006,9639.38
452.5,3300,6.55e+006,9650.45
453,3300,6.55e+006,9661.13
453.5,3300,6.4701e+006,9671.4
454,3300,6.4701e+006,9682.48
454.5,3300,6.4701e+006,9692.36
455,3300,6.3101e+006,9702.64
455.5,3300,6.3101e+006,9713.32
456,3300,6.3101e+006,9723.6
456.5,3300,6.3901e+006,9734.27
457,3300,6.3901e+006,9745.34
457.5,3300,6.3901e+006,9756.81
458,3300,6.8699e+006,9768.28
458.5,3300,6.8699e+006,9779.35
459,3300,6.8699e+006,9790.42
459.5,3300,6.71e+006,9801.49
460,3300,6.71e+006,9812.56
460.5,3300,6.71e+006,9823.63
461,3300,6.71e+006,9834.71
461.5,3300,6.71e+006,9845.38
462,3300,6.71e+006,9856.06
462.5,3300,6.3901e+006,9866.34
463,3300,6.3901e+006,9876.62
463.5,3300,6.3901e+006,9886.9
464,3300,6.1502e+006,9896.78
464.5,3300,6.1502e+006,9906.66
465,3300,6.1502e+006,9916.55
465.5,3300,5.9902e+006,9926.43
466,3300,5.9902e+006,9936.71
466.5,3300,5.9902e+006,9947.39
467,3300,6.3901e+006,9958.06
467.5,3300,6.3901e+006,9968.74
468,3300,6.3901e+006,9979.41
468.5,3300,6.55e+006,9990.49
469,3300,6.55e+006,10001.6
469.5,3300,6.55e+006,10012.6
470,3300,6.63e+006,10023.3
470.5,3300,6.63e+006,10034.4
471,3300,6.63e+006,10045.4
471.5,3300,6.63e+006,10056.1
472,3300,6.63e+006,10067.2
472.5,3300,6.63e+006,10077.9
473,3300,6.55e+006,10088.5
473.5,3300,6.55e+006,10099.6
474,3300,6.55e+006,10110.7
474.5,3300,6.71e+006,10121.8
475,3300,6.71e+006,10132.4
475.5,3300,6.71e+006,10143.5
476,3300,6.63e+006,10154.6
476.5,3300,6.63e+006,10165.6
477,3300,6.63e+006,10177.5
477.5,3300,6.9499e+006,10189
478,3300,6.9499e+006,10200.1
478.5,3300,6.9499e+006,10210.7
479,3300,6.4701e+006,10221
479.5,3300,6.4701e+006,10231.3
480,3300,6.4701e+006,10242
480.5,3300,6.2301e+006,10251.8
481,3300,6.2301e+006,10262.1
481.5,3300,6.2301e+006,10272.4
482,3300,6.2301e+006,10282.7
482.5,3300,6.2301e+006,10293.4
483,3300,6.2301e+006,10303.6
483.5,3300,6.3101e+006,10313.9
484,3300,6.3101e+006,10324.2
484.5,3300,6.3101e+006,10334.1
485,3300,6.1502e+006,10344.4
485.5,3300,6.1502e+006,10354.6
486,3300,6.1502e+006,10364.9
486.5,3300,6.3101e+006,10375.6
487,3300,6.3101e+006,10386.3
487.5,3300,6.3101e+006,10396.9
488,3300,6.4701e+006,10407.6
488.5,3300,6.4701e+006,10418.7
489,3300,6.4701e+006,10429.8
489.5,3300,6.71e+006,10440.8
490,3300,6.71e+006,10452.3
490.5,3300,6.71e+006,10463.8
491,3300,6.9499e+006,10475.2
491.5,3300,6.9499e+006,10487.1
492,3300,6.9499e+006,10498.6
492.5,3300,7.0299e+006,10510
493,3300,7.0299e+006,10521.5
493.5,3300,7.0299e+006,10532.6
494,3300,6.79e+006,10543.6
494.5,3300,6.79e+006,10554.3
495,3300,6.79e+006,10564.6
495.5,3300,6.3101e+006,10574.9
496,3300,6.3101e+006,10585.6
496.5,3300,6.3101e+006,10596.2
497,3300,6.3901e+006,10606.5
497.5,3300,6.3901e+006,10617.2
498,3300,6.3901e+006,10627.9
498.5,3300,6.4701e+006,10638.5
499,3300,6.4701e+006,10648.8
499.5,3300,6.4701e+006,10659.5
500,3300,6.3101e+006,10669.8
500.5,3300,6.3101e+006,10680.1
501,3300,6.3101e+006,10690.7
501.5,3300,6.3101e+006,10701
502,3300,6.3101e+006,10711.7
502.5,3300,6.3101e+006,10722
503,3300,6.3101e+006,10732.2
503.5,3300,6.3101e+006,10742.1
504,3300,6.3101e+006,10752.4
504.5,3300,6.1502e+006,10762.7
505,3300,6.1502e+006,10772.6
505.5,3300,6.1502e+006,10782.9
506,3300,6.2301e+006,10793.5
506.5,3300,6.2301e+006,10804.6
507,3300,6.2301e+006,10815.7
507.5,3300,6.79e+006,10827.1
508,3300,6.79e+006,10838.6
508.5,3300,6.79e+006,10850.1
509,3300,6.9499e+006,10861.5
509.5,3300,6.9499e+006,10873.4
510,3300,6.9499e+006,10885.3
510.5,3300,7.1098e+006,10896.7
511,3300,7.1098e+006,10907.8
511.5,3300,7.1098e+006,10918.9
512,3300,6.63e+006,10929.6
512.5,3300,6.63e+006,10940.6
513,3300,6.63e+006,10951.3
513.5,3300,6.3901e+006,10961.2
514,3300,6.3901e+006,10971.5
514.5,3300,6.3901e+006,10981.7
515,3300,6.2301e+006,10992
515.5,3300,6.2301e+006,11002.7
516,3300,6.2301e+006,11013
516.5,3300,6.3901e+006,11023.7
517,3300,6.3901e+006,11034.7
517.5,3300,6.3901e+006,11045.4
518,3300,6.63e+006,11056.5
518.5,3300,6.63e+006,11067.2
519,3300,6.63e+006,11077.8
519.5,3300,6.3901e+006,11088.1
520,3300,6.3901e+006,11098.4
520.5,3300,6.3901e+006,11109.1
521,3300,6.3101e+006,11119.3
521.5,3300,6.3101e+006,11129.6
522,3300,6.3101e+006,11139.9
522.5,3300,6.3101e+006,11150.6
523,3300,6.3101e+006,11161.3
523.5,3300,6.3101e+006,11171.9
524,3300,6.55e+006,11183
524.5,3300,6.55e+006,11193.7
525,3300,6.55e+006,11204.3
525.5,3300,6.55e+006,11215.4
526,3300,6.55e+006,11226.5
526.5,3300,6.55e+006,11237.6
527,3300,6.71e+006,11248.6
527.5,3300,6.71e+006,11259.3
528,3300,6.71e+006,11270
528.5,3300,6.55e+006,11281.1
529,3300,6.55e+006,11292.1
529.5,3300,6.55e+006,11303.2
530,3300,6.63e+006,11313.9
530.5,3300,6.63e+006,11324.2
531,3300,6.63e+006,11335.2
531.5,3300,6.4701e+006,11345.9
532,3300,6.4701e+006,11357
532.5,3300,6.4701e+006,11367.7
533,3300,6.55e+006,11378.3
533.5,3300,6.55e+006,11389
534,3300,6.55e+006,11399.7
534.5,3300,6.3901e+006,11410
535,3300,6.3901e+006,11420.2
535.5,3300,6.3901e+006,11430.5
536,3300,6.3101e+006,11441.2
536.5,3300,6.3101e+006,11451.9
537,3300,6.3101e+006,11462.5
537.5,3300,6.55e+006,11473.6
538,3300,6.55e+006,11484.7
538.5,3300,6.55e+006,11495.4
539,3300,6.55e+006,11506
539.5,3300,6.55e+006,11517.1
540,3300,6.55e+006,11528.2
540.5,3300,6.71e+006,11539.3
541,3300,6.71e+006,11550.3
541.5,3300,6.71e+006,11561.4
542,3300,6.71e+006,11572.5
542.5,3300,6.71e+006,11583.5
543,3300,6.71e+006,11594.6
543.5,3300,6.63e+006,11605.3
544,3300,6.63e+006,11615.6
544.5,3300,6.63e+006,11625.4
545,3300,6.1502e+006,11635.7
545.5,3300,6.1502e+006,11646
546,3300,6.1502e+006,11656.3
546.5,3300,6.1502e+006,11666.2
547,3300,6.1502e+006,11676.5
547.5,3300,6.1502e+006,11687.1
548,3300,6.3901e+006,11697.8
548.5,3300,6.3901e+006,11708.5
549,3300,6.3901e+006,11719.2
549.5,3300,6.55e+006,11730.2
550,3300,6.55e+006,11741.3
550.5,3300,6.55e+006,11752.4
551,3300,6.63e+006,11763
551.5,3300,6.63e+006,11774.1
552,3300,6.63e+006,11784.8
552.5,3300,6.63e+006,11795.9
553,3300,6.63e+006,11806.5
553.5,3300,6.63e+006,11817.2
554,3300,6.4701e+006,11827.9
554.5,3300,6.4701e+006,11838.2
555,3300,6.4701e+006,11848.8
555.5,3300,6.3101e+006,11859.1
556,3300,6.3101e+006,11870.2
556.5,3300,6.3101e+006,11881.3
557,3300,6.71e+006,11892.3
557.5,3300,6.71e+006,11903.8
558,3300,6.71e+006,11915.3
558.5,3300,7.0299e+006,11927.1
559,3300,7.0299e+006,11938.2
559.5,3300,7.0299e+006,11949.3
560,3300,6.71e+006,11960.4
560.5,3300,6.71e+006,11970.2
561,3300,6.71e+006,11980.5
561.5,3300,6.1502e+006,11990.8
562,3300,6.1502e+006,12000.7
562.5,3300,6.1502e+006,12010.6
563,3300,5.9902e+006,12020.4
563.5,3300,5.9902e+006,12029.9
564,3300,5.9902e+006,12040.2
564.5,3300,5.9902e+006,12050.1
565,3300,5.9902e+006,12060.4
565.5,3300,5.9902e+006,12070.3
566,3300,6.2301e+006,12080.9
566.5,3300,6.2301e+006,12091.2
567,3300,6.2301e+006,12101.9
567.5,3300,6.3901e+006,12112.6
568,3300,6.3901e+006,12123.2
568.5,3300,6.3901e+006,12133.9
569,3300,6.55e+006,12145
569.5,3300,6.55e+006,12155.7
570,3300,6.55e+006,12166.7
570.5,3300,6.63e+006,12177.8
571,3300,6.63e+006,12188.5
571.5,3300,6.63e+006,12199.6
572,3300,6.55e+006,12210.2
572.5,3300,6.55e+006,12221.7
573,3300,6.55e+006,12232.8
573.5,3300,6.8699e+006,12244.2
574,3300,6.8699e+006,12254.9
574.5,3300,6.8699e+006,12266
575,3300,6.63e+006,12277.1
575.5,3300,6.63e+006,12287.7
576,3300,6.63e+006,12298.8
576.5,3300,6.55e+006,12309.5
577,3300,6.55e+006,12320.2
577.5,3300,6.55e+006,12331.2
578,3300,6.63e+006,12342.3
578.5,3300,6.63e+006,12353.4
579,3300,6.63e+006,12363.6
579.5,3300,6.3101e+006,12373.5
580,3300,6.3101e+006,12383.4
580.5,3300,6.3101e+006,12393.7
581,3300,6.0702e+006,12403.6
581.5,3300,6.0702e+006,12413.9
582,3300,6.0702e+006,12423.7
582.5,3300,6.1502e+006,12434
583,3300,6.1502e+006,12443.9
583.5,3300,6.1502e+006,12454.2
584,3300,6.0702e+006,12464.1
584.5,3300,6.0702e+006,12474
585,3300,6.0702e+006,12484.2
585.5,3300,6.1502e+006,12494.5
586,3300,6.1502e+006,12504.8
586.5,3300,6.1502e+006,12515.1
587,3300,6.3101e+006,12525.7
587.5,3300,6.3101e+006,12536.4
588,3300,6.3101e+006,12547.1
588.5,3300,6.55e+006,12558.2
589,3300,6.55e+006,12569.2
589.5,3300,6.55e+006,12581.1
590,3300,6.9499e+006,12592.6
590.5,3300,6.9499e+006,12604
591,3300,6.9499e+006,12615.9
591.5,3300,6.9499e+006,12627
592,3300,6.9499e+006,12638.4
592.5,3300,6.9499e+006,12649.9
593,3300,6.8699e+006,12661
593.5,3300,6.8699e+006,12671.3
594,3300,6.8699e+006,12681.9
594.5,3300,6.3101e+006,12692.2
595,3300,6.3101e+006,12702.5
595.5,3300,6.3101e+006,12712.4
596,3300,6.0702e+006,12722.3
596.5,3300,6.0702e+006,12732.5
597,3300,6.0702e+006,12743.2
597.5,3300,6.4701e+006,12754.3
598,3300,6.4701e+006,12765
598.5,3300,6.4701e+006,12775.6
599,3300,6.4701e+006,12786.3
599.5,3300,6.4701e+006,12796.6
600,3300,6.4701e+006,12806.9
600.5,3300,6.1502e+006,12816.8
601,3300,6.1502e+006,12827
601.5,3300,6.1502e+006,12837.3
602,3300,6.1502e+006,12847.2
602.5,3300,6.1502e+006,12857.5
603,3300,6.1502e+006,12867.8
603.5,3300,6.1502e+006,12877.6
604,3300,6.1502e+006,12887.5
604.5,3300,6.1502e+006,12897.8
605,3300,6.1502e+006,12908.1
605.5,3300,6.1502e+006,12918.8
606,3300,6.1502e+006,12929.8
606.5,3300,6.63e+006,12940.9
607,3300,6.63e+006,12952
607.5,3300,6.63e+006,12963.1
608,3300,6.71e+006,12974.1
608.5,3300,6.71e+006,12985.6
609,3300,6.71e+006,12997.1
609.5,3300,6.79e+006,13007.7
610,3300,6.79e+006,13018.8
610.5,3300,6.79e+006,13029.9
611,3300,6.63e+006,13040.6
611.5,3300,6.63e+006,13051.6
612,3300,6.63e+006,13061.9
612.5,3300,6.3901e+006,13072.2
613,3300,6.3901e+006,13082.9
613.5,3300,6.3901e+006,13093.1
614,3300,6.3901e+006,13103.8
614.5,3300,6.3901e+006,13114.1
615,3300,6.3901e+006,13124.4
615.5,3300,6.2301e+006,13134.7
616,3300,6.2301e+006,13144.9
616.5,3300,6.2301e+006,13155.6
617,3300,6.3101e+006,13165.9
617.5,3300,6.3101e+006,13176.6
618,3300,6.3101e+006,13187.6
618.5,3300,6.55e+006,13198.3
619,3300,6.55e+006,13209
619.5,3300,6.55e+006,13219.7
620,3300,6.3901e+006,13229.9
620.5,3300,6.3901e+006,13240.2
621,3300,6.3901e+006,13250.5
621.5,3300,6.3101e+006,13261.2
622,3300,6.3101e+006,13271.9
622.5,3300,6.3101e+006,13282.5
623,3300,6.4701e+006,13293.2
623.5,3300,6.4701e+006,13303.9
624,3300,6.4701e+006,13314.6
624.5,3300,6.4701e+006,13325.2
625,3300,6.4701e+006,13335.9
625.5,3300,6.4701e+006,13347
626,3300,6.4701e+006,13357.3
626.5,3300,6.4701e+006,13367.5
627,3300,6.4701e+006,13378.2
627.5,3300,6.3101e+006,13388.5
628,3300,6.3101e+006,13399.2
628.5,3300,6.3101e+006,13409.4
629,3300,6.3101e+006,13419.7
629.5,3300,6.3101e+006,13430.4
630,3300,6.3101e+006,13441.1
630.5,3300,6.55e+006,13452.2
631,3300,6.55e+006,13462.8
631.5,3300,6.55e+006,13473.9
632,3300,6.55e+006,13484.6
632.5,3300,6.55e+006,13495.2
633,3300,6.55e+006,13505.9
633.5,3300,6.3901e+006,13516.2
634,3300,6.3901e+006,13526.9
634.5,3300,6.3901e+006,13537.2
635,3300,6.3101e+006,13547.4
635.5,3300,6.3101e+006,13557.7
636,3300,6.3101e+006,13568
636.5,3300,6.2301e+006,13578.3
637,3300,6.2301e+006,13588.6
637.5,3300,6.2301e+006,13599.6
638,3300,6.63e+006,13611.1
638.5,3300,6.63e+006,13622.6
639,3300,6.63e+006,13633.6
639.5,3300,6.79e+006,13644.7
640,3300,6.79e+006,13655.8
640.5,3300,6.79e+006,13666.9
641,3300,6.63e+006,13677.5
641.5,3300,6.63e+006,13688.2
642,3300,6.63e+006,13699.3
642.5,3300,6.4701e+006,13709.6
643,3300,6.4701e+006,13719.4
643.5,3300,6.4701e+006,13729.7
644,3300,6.1502e+006,13740
644.5,3300,6.1502e+006,13749.9
645,3300,6.1502e+006,13759.8
645.5,3300,5.9103e+006,13769.3
646,3300,5.9103e+006,13779.5
646.5,3300,5.9103e+006,13789.8
647,3300,6.3101e+006,13800.5
647.5,3300,6.3101e+006,13810.8
648,3300,6.3101e+006,13821.4
648.5,3300,6.3901e+006,13832.1
649,3300,6.3901e+006,13842.8
649.5,3300,6.3901e+006,13853.5
650,3300,6.4701e+006,13864.1
650.5,3300,6.4701e+006,13875.2
651,3300,6.4701e+006,13886.3
651.5,3300,6.63e+006,13897
652,3300,6.63e+006,13907.6
652.5,3300,6.63e+006,13918.3
653,3300,6.3901e+006,13928.6
653.5,3300,6.3901e+006,13939.3
654,3300,6.3901e+006,13949.5
654.5,3300,6.4701e+006,13960.6
655,3300,6.4701e+006,13971.3
655.5,3300,6.4701e+006,13982.4
656,3300,6.55e+006,13993
656.5,3300,6.55e+006,14004.1
657,3300,6.55e+006,14015.2
657.5,3300,6.79e+006,14026.7
658,3300,6.79e+006,14038.5
658.5,3300,6.79e+006,14049.6
659,3300,6.79e+006,14060.3
659.5,3300,6.79e+006,14070.9
660,3300,6.79e+006,14081.2
660.5,3300,6.3101e+006,14091.5
661,3300,6.3101e+006,14101.4
661.5,3300,6.3101e+006,14111.3
662,3300,5.9902e+006,14121.2
662.5,3300,5.9902e+006,14131.4
663,3300,5.9902e+006,14141.7
663.5,3300,6.2301e+006,14152
664,3300,6.2301e+006,14161.9
664.5,3300,6.2301e+006,14172.2
665,3300,6.0702e+006,14182
665.5,3300,6.0702e+006,14192.3
666,3300,6.0702e+006,14202.6
666.5,3300,6.2301e+006,14212.9
667,3300,6.2301e+006,14223.6
667.5,3300,6.2301e+006,14234.2
668,3300,6.4701e+006,14244.9
668.5,3300,6.4701e+006,14255.2
669,3300,6.4701e+006,14266.3
669.5,3300,6.3901e+006,14276.5
670,3300,6.3901e+006,14287.2
670.5,3300,6.3901e+006,14298.3
671,3300,6.71e+006,14309.7
671.5,3300,6.71e+006,14321.6
672,3300,6.71e+006,14332.7
672.5,3300,6.8699e+006,14343.8
673,3300,6.8699e+006,14354.8
673.5,3300,6.8699e+006,14365.9
674,3300,6.71e+006,14377
674.5,3300,6.71e+006,14387.6
675,3300,6.71e+006,14398.3
675.5,3300,6.3901e+006,14408.6
676,3300,6.3901e+006,14418.9
676.5,3300,6.3901e+006,14429.2
677,3300,6.3101e+006,14439.8
677.5,3300,6.3101e+006,14450.1
678,3300,6.3101e+006,14460.8
678.5,3300,6.3901e+006,14471.5
679,3300,6.3901e+006,14482.1
679.5,3300,6.3901e+006,14492.8
680,3300,6.3901e+006,14503.1
680.5,3300,6.3901e+006,14513.4
681,3300,6.3901e+006,14523.7
681.5,3300,6.2301e+006,14533.9
682,3300,6.2301e+006,14544.2
682.5,3300,6.2301e+006,14554.5
683,3300,6.2301e+006,14564.8
683.5,3300,6.2301e+006,14575.1
684,3300,6.2301e+006,14584.9
684.5,3300,6.1502e+006,14595.2
685,3300,6.1502e+006,14605.5
685.5,3300,6.1502e+006,14615.8
686,3300,6.2301e+006,14626.1
686.5,3300,6.2301e+006,14636.3
687,3300,6.2301e+006,14647
687.5,3300,6.4701e+006,14658.1
688,3300,6.4701e+006,14669.6
688.5,3300,6.4701e+006,14680.6
689,3300,6.79e+006,14691.7
689.5,3300,6.79e+006,14703.2
690,3300,6.79e+006,14714.2
690.5,3300,6.8699e+006,14725.7
691,3300,6.8699e+006,14737.2
691.5,3300,6.8699e+006,14748.6
692,3300,6.79e+006,14759.3
692.5,3300,6.79e+006,14770
693,3300,6.79e+006,14781.1
693.5,3300,6.4701e+006,14791.3
694,3300,6.4701e+006,14801.2
694.5,3300,6.4701e+006,14811.5
695,3300,6.0702e+006,14821.4
695.5,3300,6.0702e+006,14831.7
696,3300,6.0702e+006,14841.9
696.5,3300,6.2301e+006,14852.2
697,3300,6.2301e+006,14862.9
697.5,3300,6.2301e+006,14873.6
698,3300,6.4701e+006,14884.3
698.5,3300,6.4701e+006,14894.9
699,3300,6.4701e+006,14905.6
699.5,3300,6.4701e+006,14916.3
700,3300,6.4701e+006,14926.6
700.5,3300,6.4701e+006,14936.8
701,3300,6.2301e+006,14947.1
701.5,3300,6.2301e+006,14957.4
702,3300,6.2301e+006,14967.7
702.5,3300,6.2301e+006,14978
703,3300,6.2301e+006,14988.2
703.5,3300,6.2301e+006,14998.9
704,3300,6.3901e+006,15009.6
704.5,3300,6.3901e+006,15020.3
705,3300,6.3901e+006,15030.9
705.5,3300,6.55e+006,15042
706,3300,6.55e+006,15052.7
706.5,3300,6.55e+006,15063.8
707,3300,6.63e+006,15074.8
707.5,3300,6.63e+006,15085.9
708,3300,6.63e+006,15096.6
708.5,3300,6.55e+006,15107.3
709,3300,6.55e+006,15117.9
709.5,3300,6.55e+006,15128.6
710,3300,6.4701e+006,15139.3
710.5,3300,6.4701e+006,15149.6
711,3300,6.4701e+006,15160.2
711.5,3300,6.3901e+006,15170.9
712,3300,6.3901e+006,15181.6
712.5,3300,6.3901e+006,15192.3
713,3300,6.4701e+006,15202.9
713.5,3300,6.4701e+006,15213.6
714,3300,6.4701e+006,15223.9
714.5,3300,6.3901e+006,15234.6
715,3300,6.3901e+006,15244.8
715.5,3300,6.3901e+006,15255.1
716,3300,6.2301e+006,15265.4
716.5,3300,6.2301e+006,15275.7
717,3300,6.2301e+006,15286.4
717.5,3300,6.3901e+006,15297
718,3300,6.3901e+006,15307.7
718.5,3300,6.3901e+006,15318.4
719,3300,6.4701e+006,15329.1
719.5,3300,6.4701e+006,15339.3
720,3300,6.4701e+006,15350.4
720.5,3300,6.55e+006,15361.5
721,3300,6.55e+006,15372.2
721.5,3300,6.55e+006,15383.2
722,3300,6.55e+006,15393.9
722.5,3300,6.55e+006,15405
723,3300,6.55e+006,15415.7
723.5,3300,6.63e+006,15426.7
724,3300,6.63e+006,15437.4
724.5,3300,6.63e+006,15447.7
725,3300,6.2301e+006,15457.6
725.5,3300,6.2301e+006,15467.8
726,3300,6.2301e+006,15478.1
726.5,3300,6.2301e+006,15488.4
727,3300,6.2301e+006,15498.7
727.5,3300,6.2301e+006,15508.6
728,3300,6.2301e+006,15519.2
728.5,3300,6.2301e+006,15529.5
729,3300,6.2301e+006,15540.2
729.5,3300,6.3901e+006,15550.9
730,3300,6.3901e+006,15561.6
730.5,3300,6.3901e+006,15572.6
731,3300,6.55e+006,15583.3
731.5,3300,6.55e+006,15594
732,3300,6.55e+006,15605
732.5,3300,6.55e+006,15615.7
733,3300,6.55e+006,15626.4
733.5,3300,6.55e+006,15637.1
734,3300,6.4701e+006,15647.7
734.5,3300,6.4701e+006,15658
735,3300,6.4701e+006,15668.7
735.5,3300,6.3101e+006,15679
736,3300,6.3101e+006,15689.3
736.5,3300,6.3101e+006,15699.9
737,3300,6.4701e+006,15711
737.5,3300,6.4701e+006,15722.5
738,3300,6.4701e+006,15733.6
738.5,3300,6.8699e+006,15745
739,3300,6.8699e+006,15756.1
739.5,3300,6.8699e+006,15767.2
740,3300,6.71e+006,15778.2
740.5,3300,6.71e+006,15789.3
741,3300,6.71e+006,15799.6
741.5,3300,6.3901e+006,15809.9
742,3300,6.3901e+006,15820.1
742.5,3300,6.3901e+006,15830.4
743,3300,6.1502e+006,15840.3
743.5,3300,6.1502e+006,15850.2
744,3300,6.1502e+006,15860.1
744.5,3300,5.9902e+006,15870
745,3300,5.9902e+006,15880.2
745.5,3300,5.9902e+006,15890.1
746,3300,6.1502e+006,15900.4
746.5,3300,6.1502e+006,15911.1
747,3300,6.1502e+006,15921.4
747.5,3300,6.3901e+006,15932
748,3300,6.3901e+006,15942.7
748.5,3300,6.3901e+006,15953.4
749,3300,6.3901e+006,15963.7
749.5,3300,6.3901e+006,15974.3
750,3300,6.3901e+006,15985
750.5,3300,6.55e+006,15996.1
751,3300,6.55e+006,16006.8
751.5,3300,6.55e+006,16017.4
752,3300,6.55e+006,16028.5
752.5,3300,6.55e+006,16039.2
753,3300,6.55e+006,16050.7
753.5,3300,6.71e+006,16061.7
754,3300,6.71e+006,16072.8
754.5,3300,6.71e+006,16083.9
755,3300,6.71e+006,16094.9
755.5,3300,6.71e+006,16106
756,3300,6.71e+006,16116.7
756.5,3300,6.63e+006,16127.8
757,3300,6.63e+006,16138.8
757.5,3300,6.63e+006,16149.5
758,3300,6.55e+006,16160.2
758.5,3300,6.55e+006,16170.5
